[2861157.570] Initializing Modding Framework.
[2861157.570] Connected to modding database!
[2861157.570] Ensuring Foreign Key support is enabled and set to initially deferred.
[2861157.570] Checking database version...
[2861157.570] Modding database is up-to-date!
[2861157.570] Initializing Services...
[2861157.570] Component Discovery Service initialized.
[2861157.570] File Service initialized.
[2861157.570] Localization Service initialized.
[2861157.570] Mod Association Service initialized
[2861157.570] Mod Discovery Service initialized.
[2861157.570] Mod Loader Service initialized.
[2861157.570] Mod Selection Service missing. Skipping.
[2861157.570] Ownership Service initialized.
[2861157.570] Properties Service initialized.
[2861157.573] Setting Discovery Service initialized.
[2861157.574] Subscription Service - Detected 145 subscriptions
[2861157.575] Subscription Service - Subscription 3792052697 - Installed? 1, Downloading? 0, DownloadPending? 0
[2866274.704]  * ZYL_MonopoliesBalanceText (UpdateText)
[2866274.704]  * ZYL_GreatPeople (UpdateDatabase)
[2866274.704]  * ZYL_GreatPeopleNFP (UpdateDatabase)
[2866274.705]  * ZYL_GreatPeopleText (UpdateText)
[2866274.705]  * ZYL_StartingPlayerBonusGameplay (AddGameplayScripts)
[2866274.829] Warning: The activation order of mods is not the same as it was with a prior sorting algorithm.
[2866274.839] Target in-game actions (in order of application):
[2866274.839] 4873eb62-8ccc-4574-b784-dda455e74e68 (LOC_EXPANSION2_MOD_TITLE)
[2866274.839]  * Expansion2Core (UpdateDatabase)
[2866274.839] 02A8BDDE-67EA-4D38-9540-26E685E3156E (LOC_AZTEC_MONTEZUMA_MOD_TITLE)
[2866274.841]  * AztecMontezumaColors (UpdateColors)
[2866274.841]  * AztecMontezumaGameplay (UpdateDatabase)
[2866274.841]  * AztecMontezumaGameplay_XP2 (UpdateDatabase)
[2866274.841] 1F367231-A040-4793-BDBB-088816853683 (LOC_INDONESIA_KHMER_MOD_TITLE)
[2866274.841]  * IndonesiaKhmerArt (UpdateArt)
[2866274.841]  * IndonesiaKhmerColors (UpdateColors)
[2866274.841]  * IndonesiaKhmerGameplay (UpdateDatabase)
[2866274.841]  * IndonesiaKhmerGameplay_XP2 (UpdateDatabase)
[2866274.841]  * IndonesiaKhmerARX (UpdateLogitechARX)
[2866274.841]  * IndonesiaKhmerAudio (UpdateAudio)
[2866274.841]  * IndonesiaKhmerText (UpdateText)
[2866274.841]  * IndonesiaKhmerInGameIcons (UpdateIcons)
[2866274.841] 3809975F-263F-40A2-A747-8BFB171D821A (LOC_POLAND_JADWIGA_MOD_TITLE)
[2866274.842]  * PolandJadwigaArt (UpdateArt)
[2866274.842]  * PolandJadwigaAudio (UpdateAudio)
[2866274.842]  * PolandJadwigaColors (UpdateColors)
[2866274.842]  * PolandJadwigaGameplay (UpdateDatabase)
[2866274.842]  * PolandJadwigaGameplay_XP2 (UpdateDatabase)
[2866274.842]  * PolandJadwigaIcons (UpdateIcons)
[2866274.842]  * PolandJadwigaARX (UpdateLogitechARX)
[2866274.842]  * PolandJadwigaText (UpdateText)
[2866274.842] 643EA320-8E1A-4CF1-A01C-00D88DDD131A (LOC_NUBIA_MOD_TITLE)
[2866274.842]  * NubiaArt (ModArt)
[2866274.842]  * NubiaColors (UpdateColors)
[2866274.842]  * NubiaGameplay_XP2 (UpdateDatabase)
[2866274.842]  * NubiaARX (UpdateLogitechARX)
[2866274.842]  * NubiaAudio (UpdateAudio)
[2866274.842]  * NubiaText (UpdateText)
[2866274.843]  * NubiaInGameIcons (UpdateIcons)
[2866274.843] 6c067266-29a2-4c1f-8ee8-77fe7d631f11 (No More AI World Wonders)
[2866274.843]  * NoAIWW_Database (UpdateDatabase)
[2866274.843] E2749E9A-8056-45CD-901B-C368C8E83DEB (LOC_MACEDONIA_PERSIA_MOD_TITLE)
[2866274.843]  * MacedoniaArt (UpdateArt)
[2866274.843]  * MacedoniaAudio (UpdateAudio)
[2866274.843]  * MacedoniaColors (UpdateColors)
[2866274.843]  * MacedoniaGameplay_XP2 (UpdateDatabase)
[2866274.843]  * MacedoniaGameplayIcons (UpdateIcons)
[2866274.843]  * MacedoniaARX (UpdateLogitechARX)
[2866274.843]  * MacedoniaText (UpdateText)
[2866274.844] E3F53C61-371C-440B-96CE-077D318B36C0 (LOC_AUSTRALIA_MOD_TITLE)
[2866274.844]  * AustraliaArt (UpdateArt)
[2866274.844]  * AustraliaColors (UpdateColors)
[2866274.844]  * AustraliaIcons (UpdateIcons)
[2866274.844]  * AustraliaGameplay (UpdateDatabase)
[2866274.844]  * AustraliaGameplay_XP2 (UpdateDatabase)
[2866274.844]  * AustraliaARX (UpdateLogitechARX)
[2866274.844]  * AustraliaAudio (UpdateAudio)
[2866274.844]  * AustraliaText (UpdateText)
[2866274.844] 1B28771A-C749-434B-9053-D1380C553DE9 (LOC_EXPANSION1_MOD_TITLE)
[2866274.844]  * Expansion1_MajorArt (UpdateArt)
[2866274.844]  * Expansion1_PlayerColors (UpdateColors)
[2866274.845]  * Expansion1_MajorContent (UpdateDatabase)
[2866274.845]  * Expansion1_XP2 (UpdateDatabase)
[2866274.845]  * Expansion1_MajorARX (UpdateLogitechARX)
[2866274.845]  * Expansion1_MajorAudio (UpdateAudio)
[2866274.845]  * Expansion1_MajorIcons (UpdateIcons)
[2866274.845]  * Expansion1_MajorText (UpdateText)
[2866274.845]  * Expansion1_XP2Files (ImportFiles)
[2866274.845] 4873eb62-8ccc-4574-b784-dda455e74e68 (LOC_EXPANSION2_MOD_TITLE)
[2866274.845]  * Expansion2Scripts (AddGameplayScripts)
[2866274.845]  * Expansion2Art (UpdateArt)
[2866274.845]  * Expansion2_Core_Colors (UpdateColors)
[2866274.845]  * Expansion2_PlayerColors (UpdateColors)
[2866274.845]  * Expansion2CoreContent (UpdateDatabase)
[2866274.846]  * Expansion2MajorContent (UpdateDatabase)
[2866274.846]  * Expansion2_CoreText (UpdateText)
[2866274.846]  * Expansion2_MajorText (UpdateText)
[2866274.846]  * Expansion2_MajorARX (UpdateLogitechARX)
[2866274.846]  * Expansion2Audio (UpdateAudio)
[2866274.846]  * Expansion1Icons (UpdateIcons)
[2866274.846]  * Expansion2Icons (UpdateIcons)
[2866274.846]  * Expansion1InGameUI (AddUserInterfaces)
[2866274.846]  * Expansion1_ReportScreen (ReplaceUIScript)
[2866274.846]  * Expansion1_NewTurnPanel (ReplaceUIScript)
[2866274.846]  * Expansion1_WorldTracker (ReplaceUIScript)
[2866274.846]  * Expansion1_EspionageChooser (ReplaceUIScript)
[2866274.846]  * Expansion1_EspionageOverview (ReplaceUIScript)
[2866274.846]  * Expansion1_TutorialUIRoot (ReplaceUIScript)
[2866274.846]  * Expansion1_InGameTopOptionsMenu (ReplaceUIScript)
[2866274.847]  * Expansion1_ResearchChooser (ReplaceUIScript)
[2866274.847]  * Expansion2_ActionPanel (ReplaceUIScript)
[2866274.847]  * Expansion2_ARXManager (ReplaceUIScript)
[2866274.847]  * Expansion2_CityPanel (ReplaceUIScript)
[2866274.847]  * Expansion2_CityPanelOverview (ReplaceUIScript)
[2866274.847]  * Expansion2_CityStates (ReplaceUIScript)
[2866274.847]  * Expansion2_CivicsTree (ReplaceUIScript)
[2866274.847]  * Expansion2_DeclareWarPopup (ReplaceUIScript)
[2866274.847]  * Expansion2_DiplomacyActionView (ReplaceUIScript)
[2866274.847]  * Expansion2_DiplomacyRibbon (ReplaceUIScript)
[2866274.847]  * Expansion2_FullscreenMapPopup (ReplaceUIScript)
[2866274.847]  * Expansion2_GovernmentScreen (ReplaceUIScript)
[2866274.847]  * Expansion2_LaunchBar (ReplaceUIScript)
[2866274.847]  * Expansion2_ModalLensPanel (ReplaceUIScript)
[2866274.847]  * Expansion2_MinimapPanel (ReplaceUIScript)
[2866274.848]  * Expansion2_PartialScreenHooks (ReplaceUIScript)
[2866274.848]  * Expansion2_PlotToolTip (ReplaceUIScript)
[2866274.848]  * Expansion2_RazeCity (ReplaceUIScript)
[2866274.848]  * Expansion2_SelectedUnit (ReplaceUIScript)
[2866274.848]  * Expansion2_TechTree (ReplaceUIScript)
[2866274.848]  * Expansion2_TopPanel (ReplaceUIScript)
[2866274.848]  * Expansion2_UnitPanel (ReplaceUIScript)
[2866274.848]  * Expansion2_WorldInput (ReplaceUIScript)
[2866274.848]  * Expansion2_WorldRankings (ReplaceUIScript)
[2866274.848]  * Expansion2_Files (ImportFiles)
[2866274.848] 258EF3CA-890B-4863-8A52-982822EFF7BD (LOC_RULERS_OF_ENGLAND_MOD_TITLE)
[2866274.848]  * RulersOfEnglandArt (UpdateArt)
[2866274.848]  * RulersOfEnglandAudio (UpdateAudio)
[2866274.848]  * RulersOfEnglandGameplay (UpdateDatabase)
[2866274.848]  * RulersOfEnglandColors (UpdateColors)
[2866274.848]  * RulersOfEnglandGameplay_XP2 (UpdateDatabase)
[2866274.848]  * RulersOfEnglandIcons (UpdateIcons)
[2866274.848]  * RulersOfEnglandText (UpdateText)
[2866274.848] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.848]  * CPL_Helper (AddGameplayScripts)
[2866274.848]  * CPL_XML (UpdateDatabase)
[2866274.848]  * MPH_INGAME_TEXTS (UpdateText)
[2866274.849]  * AN_Import (ImportFiles)
[2866274.849]  * Anonymous_Icon (UpdateIcons)
[2866274.849]  * SF_Import (ImportFiles)
[2866274.849]  * Sudden_Death_Icon (UpdateIcons)
[2866274.849]  * ZYL_GoodyHutReminder (AddGameplayScripts)
[2866274.849]  * ZYL_SettingsData (UpdateDatabase)
[2866274.849]  * ZYL_BRS_ReportsList_Database (UpdateDatabase)
[2866274.849]  * ZYL_ExtraHotkeys_Gameplay (UpdateDatabase)
[2866274.849]  * ZYL_QoL_Text (UpdateText)
[2866274.849]  * ZYL_Settings (AddUserInterfaces)
[2866274.849]  * ZYL_MapPinHotkeys (AddUserInterfaces)
[2866274.849]  * ZYL_GreatPersonHotkey (AddUserInterfaces)
[2866274.849]  * ZYL_BRS_Analysis (AddUserInterfaces)
[2866274.849]  * ZYL_BRS_Font (ImportFiles)
[2866274.849]  * ZYL_BRS_ReportsList_Import (ImportFiles)
[2866274.849]  * ZYLPVP_BBG_IG_001_BBG_CoreScript (AddGameplayScripts)
[2866274.849]  * ZYL_CanadaNationalParkYields (AddGameplayScripts)
[2866274.849]  * ZYLPVP_BBG_IG_002_bbg_uitogameplay_dummy_xml (AddUserInterfaces)
[2866274.849]  * ZYLPVP_BBG_IG_003_bbg_uitogameplay_lua (ImportFiles)
[2866274.849]  * ZYLPVP_BBG_IG_081_bbg_Icons (UpdateIcons)
[2866274.849]  * ZYLPVP_BBG_IG_084_bbg_files (ImportFiles)
[2866274.849]  * ZYLPVP_BBM_IG_001_BBS_ICONS (UpdateIcons)
[2866274.851]  * ZYLPVP_BBM_IG_005_BBS_Gameplay_test (UpdateText)
[2866274.851]  * ZYLPVP_BBM_IG_020_BBM_UI (AddUserInterfaces)
[2866274.851]  * ZYLPVP_BetterDealWindow_IG_002_ADW_UpdateText (UpdateText)
[2866274.851]  * ZYLPVP_DetailedMapTacks_IG_001_dmt_yieldcalculator (AddUserInterfaces)
[2866274.851]  * ZYLPVP_DetailedMapTacks_IG_002_dmt_text (UpdateText)
[2866274.851]  * ZYL_TurnTimeHotkey (AddUserInterfaces)
[2866274.851] 7A66DB58-B354-4061-8C80-95B638DD6F6C (LOC_GREAT_NEGOTIATORS_MOD_TITLE)
[2866274.851]  * GreatNegotiatorsArt (UpdateArt)
[2866274.851]  * GreatNegotiatorsAudio (UpdateAudio)
[2866274.851]  * GreatNegotiatorsGameplay (UpdateDatabase)
[2866274.851]  * GreatNegotiatorsColors (UpdateColors)
[2866274.851]  * GreatNegotiatorsGameplay_XP2 (UpdateDatabase)
[2866274.851]  * GreatNegotiatorsIcons (UpdateIcons)
[2866274.851]  * GreatNegotiatorsARX (UpdateLogitechARX)
[2866274.851]  * GreatNegotiatorsText (UpdateText)
[2866274.852] 7D27831B-BAA6-4A8B-A39C-94243BAD3F47 (LOC_RULERS_OF_CHINA_MOD_TITLE)
[2866274.852]  * RulersOfChinaArt (UpdateArt)
[2866274.852]  * RulersOfChinaAudio (UpdateAudio)
[2866274.852]  * RulersOfChinaGameplay (UpdateDatabase)
[2866274.852]  * RulersOfChinaColors (UpdateColors)
[2866274.852]  * RulersOfChinaGameplay_XP2 (UpdateDatabase)
[2866274.852]  * RulersOfChinaIcons (UpdateIcons)
[2866274.852]  * RulersOfChinaText (UpdateText)
[2866274.852] 82AE6F24-930F-4640-833C-FCDFD4845757 (LOC_RULERS_OF_THE_SAHARA_MOD_TITLE)
[2866274.852]  * RulersOfTheSaharaArt (UpdateArt)
[2866274.852]  * RulersOfTheSaharaAudio (UpdateAudio)
[2866274.852]  * RulersOfTheSaharaGameplay (UpdateDatabase)
[2866274.853]  * RulersOfTheSaharaColors (UpdateColors)
[2866274.853]  * RulersOfTheSaharaGameplay_XP2 (UpdateDatabase)
[2866274.853]  * RulersOfTheSaharaIcons (UpdateIcons)
[2866274.853]  * RulersOfTheSaharaText (UpdateText)
[2866274.853] 9DE86512-DE1A-400D-8C0A-AB46EBBF76B9 (Maya and Gran Colombia Pack)
[2866274.853]  * GranColombiaMayaArt (UpdateArt)
[2866274.853]  * GranColombiaMayaGameplay (UpdateDatabase)
[2866274.853]  * GranColombiaMayaGameplay_Macedonia (UpdateDatabase)
[2866274.853]  * GranColombiaMayaARX (UpdateLogitechARX)
[2866274.853]  * GranColombiaMayaColors (UpdateColors)
[2866274.853]  * GranColombiaMayaGameplay_XP2 (UpdateDatabase)
[2866274.853]  * GranColombiaMayaText (UpdateText)
[2866274.853]  * GranColumbiaMayaAudio (UpdateAudio)
[2866274.853]  * GranColombiaMayaIcons (UpdateIcons)
[2866274.854]  * GranColombiaMaya_ClimateScreen (ReplaceUIScript)
[2866274.854]  * GranColombiaMaya_NaturalDisasterPopup (ReplaceUIScript)
[2866274.854]  * GranColombiaMaya_XP2Files (ImportFiles)
[2866274.854] A1100FC4-70F2-4129-AC27-2A65A685ED08 (Byzantium and Gaul Pack)
[2866274.854]  * ByzantiumGaulArt (UpdateArt)
[2866274.854]  * ByzantiumGaulGameplay (UpdateDatabase)
[2866274.854]  * ByzantiumGaulColors (UpdateColors)
[2866274.854]  * ByzantiumGaulGameplay_XP2 (UpdateDatabase)
[2866274.854]  * ByzantiumGaul_SecretSocieties_MODE (UpdateDatabase)
[2866274.854]  * ByzantiumGaulText (UpdateText)
[2866274.854]  * ByzantiumGaulIcons (UpdateIcons)
[2866274.854]  * ByzantiumGaul_ARX (UpdateLogitechARX)
[2866274.854]  * ByzantiumGaul_Audio (UpdateAudio)
[2866274.854]  * ByzantiumGaul_XP2Files (ImportFiles)
[2866274.854] A3F42CD4-6C3E-4F5A-BC81-BE29E0C0B87C (Vietnam and Kublai Khan Pack)
[2866274.855]  * KublaiKhanArt (UpdateArt)
[2866274.855]  * KublaiKhanAudio (UpdateAudio)
[2866274.855]  * KublaiKhanVietnamGameplay (UpdateDatabase)
[2866274.855]  * KublaiKhanVietnamColors (UpdateColors)
[2866274.855]  * KublaiKhanVietnamGameplay_MODE_GranColombiaMaya (UpdateDatabase)
[2866274.855]  * KublaiKhanVietnamGameplay_MODE_Expansion2 (UpdateDatabase)
[2866274.855]  * KublaiKhanVietnamGameplay_Mongolia (UpdateDatabase)
[2866274.855]  * KublaiKhanVietnamGameplay_XP1 (UpdateDatabase)
[2866274.855]  * KublaiKhanVietnamGameplay_XP2 (UpdateDatabase)
[2866274.855]  * KublaiKhanVietnamIcons (UpdateIcons)
[2866274.855]  * KublaiKhanVietnamIcons_MODE (UpdateIcons)
[2866274.855]  * KublaiKhanVietnamARX (UpdateLogitechARX)
[2866274.855]  * KublaiKhanVietnamText (UpdateText)
[2866274.855]  * KublaiKhanVietnamText_MODE (UpdateText)
[2866274.855]  * KublaiKhanVietnam_MODE_InGameUI (AddUserInterfaces)
[2866274.856]  * KublaiKhanVietnam_DistrictPlotIconManager (ReplaceUIScript)
[2866274.856]  * KublaiKhanVietnam_GlobalResourcePopup (ReplaceUIScript)
[2866274.856]  * KublaiKhanVietnam_Files (ImportFiles)
[2866274.856]  * KublaiKhanVietnam_Files_MODE (ImportFiles)
[2866274.856] CE5876CD-6900-46D1-9C9C-8DBA1F28872E (Catherine de Medici Persona Pack)
[2866274.856]  * CatherineDeMediciArt (UpdateArt)
[2866274.856]  * CatherineDeMediciARX (UpdateLogitechARX)
[2866274.856]  * CatherineDeMediciColors (UpdateColors)
[2866274.856]  * CatherineDeMediciGameplay (UpdateDatabase)
[2866274.856]  * CatherineDeMediciIcons (UpdateIcons)
[2866274.856]  * CatherineDeMediciText (UpdateText)
[2866274.856] F48213B4-56F5-45DD-92F7-AC78E49BDA49 (LOC_GREAT_WARLORDS_MOD_TITLE)
[2866274.856]  * GreatWarlordsArt (UpdateArt)
[2866274.856]  * GreatWarlordsAudio (UpdateAudio)
[2866274.856]  * GreatWarlordsGameplay (UpdateDatabase)
[2866274.857]  * GreatWarlordsGameplay_Nader (UpdateDatabase)
[2866274.857]  * GreatWarlordsColors (UpdateColors)
[2866274.857]  * GreatWarlordsGameplay_XP2 (UpdateDatabase)
[2866274.857]  * GreatWarlordsGameplay_XP2_Nader (UpdateDatabase)
[2866274.857]  * GreatWarlordsIcons (UpdateIcons)
[2866274.857]  * GreatWarlordsARX (UpdateLogitechARX)
[2866274.857]  * GreatWarlordsText (UpdateText)
[2866274.857] f9102cb6-564f-4812-b31e-2a67830fe382 (Late Game AI)
[2866274.857]  * LGAI_Text (UpdateText)
[2866274.857]  * NewAction (UpdateIcons)
[2866274.857]  * LGAI_Strategics (UpdateDatabase)
[2866274.857]  * NewAction (UpdateArt)
[2866274.857] 1B394FE9-23DC-4868-8F0A-5220CB8FB427 (Ethiopia Pack)
[2866274.857]  * EthiopiaArt (UpdateArt)
[2866274.858]  * EthiopiaGameplay (UpdateDatabase)
[2866274.858]  * EthiopiaColors (UpdateColors)
[2866274.858]  * EthiopiaGameplay_XP2 (UpdateDatabase)
[2866274.858]  * EthiopiaIcons_MODE (UpdateIcons)
[2866274.858]  * EthiopiaIcons (UpdateIcons)
[2866274.858]  * EthiopiaText (UpdateText)
[2866274.858]  * Ethiopia_Files_MODE (ImportFiles)
[2866274.858]  * Ethiopia_InGameUI (AddUserInterfaces)
[2866274.858]  * EthiopiaAudio (UpdateAudio)
[2866274.858]  * EthiopiaGameplayXP2_MODE (UpdateDatabase)
[2866274.858]  * EthiopiaGranColombiaMayaGameplay_MODE (UpdateDatabase)
[2866274.858]  * EthiopiaText_MODE (UpdateText)
[2866274.858]  * EthiopiaARX (UpdateLogitechARX)
[2866274.858] 8424840C-92EF-4426-A9B4-B4E0CB818049 (Babylon Pack)
[2866274.858]  * BabylonArt (UpdateArt)
[2866274.858]  * BabylonAudio (UpdateAudio)
[2866274.858]  * BabylonARX (UpdateLogitechARX)
[2866274.858]  * BabylonGameplay (UpdateDatabase)
[2866274.858]  * BabylonColors (UpdateColors)
[2866274.858]  * BabylonGameplay_XP2 (UpdateDatabase)
[2866274.858]  * BabylonGameplay_GranColombia_Maya (UpdateDatabase)
[2866274.858]  * BabylonText (UpdateText)
[2866274.858]  * BabylonIcons (UpdateIcons)
[2866274.859] 249D9276-0832-48E4-B370-14531FA4E33C (LOC_GREAT_BUILDERS_MOD_TITLE)
[2866274.859]  * GreatBuildersArt (UpdateArt)
[2866274.859]  * GreatBuildersAudio (UpdateAudio)
[2866274.859]  * GreatBuildersGameplay (UpdateDatabase)
[2866274.859]  * GreatBuildersGameplay_Byzantium (UpdateDatabase)
[2866274.859]  * GreatBuildersColors (UpdateColors)
[2866274.859]  * GreatBuildersGameplay_XP2 (UpdateDatabase)
[2866274.859]  * GreatBuildersIcons (UpdateIcons)
[2866274.859]  * GreatBuildersText (UpdateText)
[2866274.859] FFDF4E79-DEE2-47BB-919B-F5739106627A (Portugal Pack)
[2866274.859]  * PortugalArt (UpdateArt)
[2866274.859]  * PortugalAudio (UpdateAudio)
[2866274.859]  * PortugalGameplay (UpdateDatabase)
[2866274.859]  * PortugalGameplayXP2 (UpdateDatabase)
[2866274.859]  * PortugalColors (UpdateColors)
[2866274.859]  * PortugalGameplay_XP2 (UpdateDatabase)
[2866274.859]  * PortugalGameplayIcons (UpdateIcons)
[2866274.859]  * PortugalARX (UpdateLogitechARX)
[2866274.859]  * PortugalText (UpdateText)
[2866274.859]  * Portugal_XP1Files (ImportFiles)
[2866274.859] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.861]  * ZYL_BRS_Database (UpdateDatabase)
[2866274.861]  * ZYL_BRS_Icons (UpdateIcons)
[2866274.861]  * ZYL_BBGExpandedResources (UpdateDatabase)
[2866274.861]  * ZYL_BBGExpandedResourcesArt (UpdateArt)
[2866274.861]  * ZYL_BBGExpandedResourcesIcons (UpdateIcons)
[2866274.861]  * ZYL_BBGExpandedResourcesText (UpdateText)
[2866274.861]  * MPH_Ingame (ImportFiles)
[2866274.861]  * MPH_ChatPanel (ReplaceUIScript)
[2866274.861]  * MPH_DiplomacyActionView (ReplaceUIScript)
[2866274.861]  * MPH_InGameTopOptionsMenu (ReplaceUIScript)
[2866274.861]  * MPH_UI_Replacements (ImportFiles)
[2866274.861]  * MPH_UI_Additions (ImportFiles)
[2866274.861]  * ZYLPVP_BBM_IG_002_ArtDep (UpdateArt)
[2866274.861]  * ZYL_BBGExpandedResourcesMode (UpdateDatabase)
[2866274.862]  * ZYL_BBGExpandedResourcesModeIcons (UpdateIcons)
[2866274.862]  * ZYL_BBGExpandedResourcesModeText (UpdateText)
[2866274.862]  * ZYL_UnitFlag_Import (ImportFiles)
[2866274.862]  * MPH_DropControl (AddUserInterfaces)
[2866274.862]  * MPH_Options (AddUserInterfaces)
[2866274.862]  * MPH_VotePanel (AddUserInterfaces)
[2866274.862]  * ZYL_Blacklist (AddUserInterfaces)
[2866274.862]  * ZYL_RevealMapCorners (AddUserInterfaces)
[2866274.862]  * ZYL_TechTree (ReplaceUIScript)
[2866274.862]  * ZYL_CivicsTree (ReplaceUIScript)
[2866274.862]  * ZYL_ResearchChooser (ReplaceUIScript)
[2866274.862]  * ZYL_CivicsChooser (ReplaceUIScript)
[2866274.862]  * ZYL_QuickControls (AddUserInterfaces)
[2866274.862]  * ZYL_TechCivicScreens (ImportFiles)
[2866274.863]  * ZYL_IdentityRolePanel (AddUserInterfaces)
[2866274.863]  * ZYL_UI_Extensions (ImportFiles)
[2866274.863] f9102cb6-564f-4812-b31e-2a67830fe382 (Late Game AI)
[2866274.863]  * LGAI_Core (UpdateDatabase)
[2866274.863]  * LGAI_Babylon (UpdateDatabase)
[2866274.863]  * LGAI_SSfix (UpdateDatabase)
[2866274.863]  * LGAI_NoBarbCombatBonus (UpdateDatabase)
[2866274.863]  * LGAI_DeityTourism (UpdateDatabase)
[2866274.863]  * LGAI_HTourism (UpdateDatabase)
[2866274.863]  * LGAI_ONLINECS (UpdateDatabase)
[2866274.863]  * LGAI_NoCombatBonus (UpdateDatabase)
[2866274.863]  * LGAI_NoBonusWarriors (UpdateDatabase)
[2866274.863] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.863]  * ZYL_CityStates (ReplaceUIScript)
[2866274.864]  * ZYL_GreatPeoplePopup (ReplaceUIScript)
[2866274.864]  * ZYLPVP_BBM_IG_003_Map_BBS (ImportFiles)
[2866274.864]  * ZYL_GameFeatureNotices (AddGameplayScripts)
[2866274.864]  * ZYL_GameFeatureNoticesText (UpdateText)
[2866274.864]  * ZYL_RandomPromotionHotkeyText (UpdateText)
[2866274.864]  * ZYL_BRS_Import (ImportFiles)
[2866274.864]  * ZYLPVP_BBM_IG_004_BBS_Global_Parameters (UpdateDatabase)
[2866274.864]  * ZYLPVP_BBM_IG_006_BBS_Minor_Bias_Parameters (UpdateDatabase)
[2866274.864]  * ZYLPVP_BBM_IG_019_BBS_ExtraMapScriptImport (ImportFiles)
[2866274.864]  * ZYL_RichMainland_MapScripts (ImportFiles)
[2866274.864]  * ZYL_RichMainland_Common (UpdateDatabase)
[2866274.864]  * ZYL_RichMainland_RingTeam_Config (UpdateDatabase)
[2866274.864]  * ZYL_CityStates_Import (ImportFiles)
[2866274.864]  * ZYL_GreatPeoplePopup_Import (ImportFiles)
[2866274.864]  * ZYL_BRS_ReportScreen_XP2 (ReplaceUIScript)
[2866274.865]  * ZYL_RandomPromotionHotkey (AddUserInterfaces)
[2866274.865]  * ZYL_ForcedEndButtonText (UpdateText)
[2866274.865]  * ZYL_ForcedEndButton (AddUserInterfaces)
[2866274.865]  * ZYLPVP_BBM_IG_008_BBS_Negative_StartBias (UpdateDatabase)
[2866274.865]  * ZYL_TechCivicSupport (ImportFiles)
[2866274.865] 2c748261-f79c-4e12-a126-cd3c50c6915a (Crank Up The Difficulty!)
[2866274.865]  * NewAction (UpdateDatabase)
[2866274.865] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.865]  * ZYL_PantheonChooser (ReplaceUIScript)
[2866274.865]  * ZYL_PantheonChooser_Import (ImportFiles)
[2866274.865]  * ZYLPVP_BBG_IG_005_Colors (UpdateColors)
[2866274.865]  * ZYL_BTS_SettingsSchema (UpdateDatabase)
[2866274.865]  * ZYL_BTS_Settings (UpdateDatabase)
[2866274.865]  * ZYL_BTS_SettingsPanel (AddUserInterfaces)
[2866274.866]  * ZYL_BTS_UI (ImportFiles)
[2866274.866]  * ZYL_BTS_Text (UpdateText)
[2866274.866]  * ZYLPVP_BBG_IG_006_bbg_preload_db_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_007_bbg_preload_db_base_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_011_bbg_preload_db_aust_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_012_bbg_preload_db_indokhmer_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_013_bbg_preload_db_xp1_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_014_bbg_preload_db_xp2_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_015_bbg_preload_db_mayacolombia_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_016_bbg_preload_db_bbs_updated (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_017_BBG_Base (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_018_BBG_XP1 (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_019_BBG_XP1_OR_XP2 (UpdateDatabase)
[2866274.866]  * ZYLPVP_BBG_IG_020_BBG_XP2 (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_021_BBG_XP1_AND_XP2 (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_022_BBG_Aztec (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_024_BBG_Poland (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_025_BBG_XP2_Poland (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_026_BBG_Austrlia (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_027_BBG_XP2_Australia (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_028_BBG_Macedon_Persia (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_029_BBG_XP1_Macedon_Persia (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_030_BBG_XP2_Macedon_Persia (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_031_BBG_Nubia (UpdateDatabase)
[2866274.867]  * ZYLPVP_BBG_IG_032_BBG_XP2_Nubia (UpdateDatabase)
